reading_id,farm_id,sensor_type,reading_value,reading_ts
READ_01665,FARM_016,SoilMoisture,70.27,24/05/2023 23:24
READ_01666,FARM_004,SoilMoisture,77.41,21/04/2023 15:27
READ_01667,FARM_019,Temperature,59.84,20/01/2023 08:23
READ_01668,FARM_014,SoilMoisture,56.48,15/03/2023 03:21
READ_01669,FARM_011,SoilMoisture,50.73,24/04/2023 19:49
READ_01670,FARM_008,SoilMoisture,48.94,20/08/2023 22:07
READ_01671,FARM_004,Temperature,11.06,30/07/2023 01:42
READ_01672,FARM_012,Temperature,12.21,20/06/2023 04:18
READ_01673,FARM_013,SoilMoisture,49.13,01/10/2023 03:09
READ_01674,FARM_004,SoilMoisture,9.86,28/06/2023 03:56
READ_01675,FARM_019,SoilMoisture,60.76,30/07/2023 09:24
READ_01676,FARM_017,Temperature,49.07,02/07/2023 12:42
READ_01677,FARM_012,Temperature,16.21,08/05/2023 10:46
READ_01678,FARM_019,SoilMoisture,16.8,20/10/2023 11:42
READ_01679,FARM_007,SoilMoisture,59.91,06/01/2023 06:52
READ_01680,FARM_001,SoilMoisture,66.66,03/02/2023 16:49
READ_01681,FARM_009,SoilMoisture,7.16,27/07/2023 07:46
READ_01682,FARM_013,Temperature,68.1,28/06/2023 00:56
READ_01683,FARM_006,SoilMoisture,9.19,14/07/2023 11:54
READ_01684,FARM_017,Temperature,9.23,20/08/2023 22:45
READ_01685,FARM_001,SoilMoisture,50.92,26/09/2023 10:54
READ_01686,FARM_016,Temperature,64.93,25/09/2023 23:36
READ_01687,FARM_016,Temperature,27.48,24/01/2023 06:45
READ_01688,FARM_006,Temperature,10.11,14/01/2023 03:08
READ_01689,FARM_018,SoilMoisture,59.4,07/04/2023 03:27
READ_01690,FARM_020,Temperature,78.49,16/01/2023 23:52
READ_01691,FARM_016,SoilMoisture,34.56,23/04/2023 10:06
READ_01692,FARM_003,SoilMoisture,34.46,05/07/2023 02:50
READ_01693,FARM_009,Temperature,5.83,18/03/2023 00:27
READ_01694,FARM_011,SoilMoisture,6.9,15/04/2023 08:21
READ_01695,FARM_012,SoilMoisture,7.64,19/04/2023 21:17
READ_01696,FARM_012,Temperature,36.66,01/10/2023 22:08
READ_01697,FARM_015,SoilMoisture,73.8,30/07/2023 03:04
READ_01698,FARM_016,SoilMoisture,30.78,07/09/2023 20:26
READ_01699,FARM_005,SoilMoisture,57.5,19/03/2023 04:43
READ_01700,FARM_013,SoilMoisture,49.3,17/08/2023 01:38
READ_01701,FARM_006,SoilMoisture,10.6,08/06/2023 13:31
READ_01702,FARM_017,Temperature,62.78,17/01/2023 11:54
READ_01703,FARM_008,SoilMoisture,78.74,08/07/2023 20:02
READ_01704,FARM_009,Temperature,78.14,22/04/2023 20:33
READ_01705,FARM_005,Temperature,30.3,07/10/2023 11:56
READ_01706,FARM_012,Temperature,8.68,14/09/2023 08:59
READ_01707,FARM_002,Temperature,22.93,28/02/2023 09:44
READ_01708,FARM_005,SoilMoisture,50.65,14/06/2023 09:38
READ_01709,FARM_015,SoilMoisture,58.34,27/09/2023 00:22
READ_01710,FARM_007,Temperature,44.73,12/07/2023 10:47
READ_01711,FARM_016,Temperature,37.28,31/08/2023 13:43
READ_01712,FARM_005,Temperature,77.62,21/05/2023 13:40
READ_01713,FARM_004,Temperature,24.34,19/07/2023 08:04
READ_01714,FARM_020,SoilMoisture,14.59,03/04/2023 21:00
READ_01715,FARM_011,SoilMoisture,9.89,13/04/2023 05:17
READ_01716,FARM_002,SoilMoisture,9.94,24/01/2023 05:58
READ_01717,FARM_014,Temperature,27.87,14/07/2023 01:52
READ_01718,FARM_002,Temperature,41.47,18/03/2023 13:43
READ_01719,FARM_009,SoilMoisture,37.56,04/08/2023 01:01
READ_01720,FARM_009,Temperature,13.56,19/09/2023 17:53
READ_01721,FARM_005,Temperature,12.05,08/01/2023 12:07
READ_01722,FARM_002,SoilMoisture,16.29,12/05/2023 20:27
READ_01723,FARM_008,SoilMoisture,58.31,09/10/2023 03:00
READ_01724,FARM_006,Temperature,7.74,11/01/2023 06:54
READ_01725,FARM_007,SoilMoisture,71.52,20/04/2023 23:23
READ_01726,FARM_013,Temperature,31.51,27/09/2023 13:25
READ_01727,FARM_010,SoilMoisture,43.98,14/04/2023 21:14
READ_01728,FARM_020,SoilMoisture,79.17,17/10/2023 21:45
READ_01729,FARM_015,Temperature,74.29,15/06/2023 20:36
READ_01730,FARM_004,Temperature,63.92,14/07/2023 03:10
READ_01731,FARM_004,Temperature,74.89,14/07/2023 04:14
READ_01732,FARM_011,Temperature,55.58,14/03/2023 11:06
READ_01733,FARM_013,SoilMoisture,11.87,06/09/2023 06:01
READ_01734,FARM_014,Temperature,34.63,26/10/2023 10:05
READ_01735,FARM_005,SoilMoisture,27.01,02/05/2023 21:06
READ_01736,FARM_013,Temperature,49.74,15/10/2023 23:28
READ_01737,FARM_005,SoilMoisture,15.04,18/07/2023 22:00
READ_01738,FARM_010,Temperature,13.67,25/01/2023 10:27
READ_01739,FARM_019,Temperature,49.5,24/10/2023 17:58
READ_01740,FARM_013,Temperature,34.02,19/09/2023 06:56
READ_01741,FARM_003,SoilMoisture,65.22,29/07/2023 03:17
READ_01742,FARM_004,SoilMoisture,26.18,13/10/2023 21:03
READ_01743,FARM_019,Temperature,66.97,30/08/2023 18:16
READ_01744,FARM_008,SoilMoisture,55.37,04/09/2023 10:44
READ_01745,FARM_005,Temperature,20.57,06/09/2023 12:42
READ_01746,FARM_005,SoilMoisture,79.64,06/09/2023 06:24
READ_01747,FARM_015,SoilMoisture,29.87,13/03/2023 03:20
READ_01748,FARM_020,Temperature,17.24,17/05/2023 20:28
READ_01749,FARM_002,SoilMoisture,10.23,10/09/2023 09:33
READ_01750,FARM_002,Temperature,47.55,18/08/2023 06:15
READ_01751,FARM_019,Temperature,9.14,02/02/2023 11:27
READ_01752,FARM_010,Temperature,5.7,23/08/2023 12:06
READ_01753,FARM_016,Temperature,68.35,05/10/2023 22:37
READ_01754,FARM_018,Temperature,37.7,23/07/2023 03:27
READ_01755,FARM_013,SoilMoisture,63.08,03/08/2023 14:15
READ_01756,FARM_018,Temperature,41.93,27/09/2023 01:13
READ_01757,FARM_002,SoilMoisture,73.46,03/05/2023 08:28
READ_01758,FARM_012,SoilMoisture,44.93,06/07/2023 19:50
READ_01759,FARM_017,Temperature,43.74,03/01/2023 01:24
READ_01760,FARM_015,SoilMoisture,50.5,10/02/2023 13:51
READ_01761,FARM_007,Temperature,51.68,16/08/2023 01:43
READ_01762,FARM_015,SoilMoisture,79.32,31/01/2023 19:48
READ_01763,FARM_008,SoilMoisture,26.13,28/01/2023 04:33
READ_01764,FARM_003,SoilMoisture,41.47,29/05/2023 23:13
READ_01765,FARM_013,Temperature,64.74,06/10/2023 17:22
READ_01766,FARM_001,SoilMoisture,50.45,09/03/2023 17:06
READ_01767,FARM_019,Temperature,70.48,16/05/2023 00:03
READ_01768,FARM_012,SoilMoisture,53.95,17/06/2023 17:43
READ_01769,FARM_007,SoilMoisture,45.38,23/10/2023 05:40
READ_01770,FARM_013,SoilMoisture,30.6,03/06/2023 00:46
READ_01771,FARM_007,Temperature,51.57,06/06/2023 08:10
READ_01772,FARM_012,Temperature,69.66,03/08/2023 09:12
READ_01773,FARM_005,SoilMoisture,75.49,27/07/2023 09:40
READ_01774,FARM_008,Temperature,13.07,17/03/2023 18:52
READ_01775,FARM_012,SoilMoisture,55.1,24/01/2023 04:47
READ_01776,FARM_012,SoilMoisture,70.14,21/08/2023 15:20
READ_01777,FARM_010,Temperature,53.19,20/06/2023 21:16
READ_01778,FARM_015,SoilMoisture,73.14,03/02/2023 21:50
READ_01779,FARM_015,SoilMoisture,44.72,22/09/2023 05:21
READ_01780,FARM_012,SoilMoisture,28.11,16/09/2023 07:20
READ_01781,FARM_019,Temperature,23.74,25/02/2023 18:46
READ_01782,FARM_009,Temperature,41.69,19/01/2023 20:49
READ_01783,FARM_020,SoilMoisture,41.2,09/04/2023 20:50
READ_01784,FARM_014,Temperature,29.28,17/05/2023 22:29
READ_01785,FARM_018,Temperature,34.14,19/09/2023 04:01
READ_01786,FARM_015,Temperature,13.3,16/07/2023 22:21
READ_01787,FARM_002,Temperature,55.86,02/02/2023 23:58
READ_01788,FARM_005,SoilMoisture,37.34,07/05/2023 00:23
READ_01789,FARM_004,Temperature,46.08,22/06/2023 20:23
READ_01790,FARM_003,Temperature,79.64,09/06/2023 17:46
READ_01791,FARM_007,Temperature,53.76,10/06/2023 06:11
READ_01792,FARM_012,SoilMoisture,49.15,10/05/2023 21:50
READ_01793,FARM_003,SoilMoisture,79.5,25/09/2023 22:30
READ_01794,FARM_016,Temperature,13.72,16/06/2023 13:08
READ_01795,FARM_012,Temperature,71.21,08/09/2023 13:37
READ_01796,FARM_001,Temperature,46.02,01/07/2023 00:00
READ_01797,FARM_011,SoilMoisture,47.14,23/03/2023 18:40
READ_01798,FARM_012,Temperature,60.24,12/09/2023 04:42
READ_01799,FARM_003,SoilMoisture,22.01,30/03/2023 07:48
READ_01800,FARM_001,SoilMoisture,52.71,02/02/2023 10:50
READ_01801,FARM_015,Temperature,32.64,11/06/2023 12:24
READ_01802,FARM_018,SoilMoisture,51.08,14/08/2023 22:51
READ_01803,FARM_001,Temperature,19.92,17/09/2023 14:23
READ_01804,FARM_018,Temperature,69.5,23/09/2023 09:35
READ_01805,FARM_005,SoilMoisture,71.94,11/03/2023 00:03
READ_01806,FARM_018,Temperature,29.82,07/03/2023 01:09
READ_01807,FARM_013,SoilMoisture,45.18,19/02/2023 07:58
READ_01808,FARM_005,Temperature,55.62,25/07/2023 01:15
READ_01809,FARM_018,SoilMoisture,42.76,14/06/2023 19:10
READ_01810,FARM_018,SoilMoisture,70.99,19/02/2023 06:55
READ_01811,FARM_012,SoilMoisture,78.06,13/09/2023 18:14
READ_01812,FARM_020,SoilMoisture,29,11/04/2023 03:42
READ_01813,FARM_011,Temperature,21.53,27/09/2023 05:38
READ_01814,FARM_010,Temperature,16.73,09/01/2023 00:47
READ_01815,FARM_008,Temperature,74.54,02/07/2023 23:30
READ_01816,FARM_017,SoilMoisture,36.31,16/05/2023 00:42
READ_01817,FARM_006,Temperature,69.04,17/09/2023 13:06
READ_01818,FARM_010,Temperature,44.38,10/06/2023 19:55
READ_01819,FARM_009,Temperature,30.89,13/07/2023 21:43
READ_01820,FARM_014,Temperature,35.7,08/09/2023 13:14
READ_01821,FARM_001,Temperature,53.27,30/08/2023 18:34
READ_01822,FARM_005,Temperature,7.7,07/09/2023 01:17
READ_01823,FARM_016,SoilMoisture,15.64,17/07/2023 07:01
READ_01824,FARM_002,SoilMoisture,7.57,17/01/2023 13:06
READ_01825,FARM_014,Temperature,30.18,07/05/2023 20:00
READ_01826,FARM_005,SoilMoisture,11.53,26/02/2023 00:40
READ_01827,FARM_019,SoilMoisture,26.67,24/03/2023 01:52
READ_01828,FARM_003,SoilMoisture,24.19,10/05/2023 22:43
READ_01829,FARM_010,Temperature,52.12,21/10/2023 19:15
READ_01830,FARM_006,Temperature,68.13,22/10/2023 08:42
READ_01831,FARM_003,Temperature,35.01,03/02/2023 13:47
READ_01832,FARM_002,SoilMoisture,32.11,13/03/2023 18:10
READ_01833,FARM_012,SoilMoisture,60.02,26/10/2023 18:32
READ_01834,FARM_004,Temperature,73.55,31/03/2023 23:49
READ_01835,FARM_014,SoilMoisture,73.52,02/05/2023 02:18
READ_01836,FARM_006,Temperature,23.23,08/06/2023 23:41
READ_01837,FARM_002,SoilMoisture,19.35,11/07/2023 07:36
READ_01838,FARM_001,Temperature,73.4,04/01/2023 22:38
READ_01839,FARM_001,Temperature,30.22,06/07/2023 14:24
READ_01840,FARM_015,Temperature,67.55,03/07/2023 15:14
READ_01841,FARM_004,Temperature,28.51,15/09/2023 23:42
READ_01842,FARM_016,SoilMoisture,33.14,11/01/2023 21:12
READ_01843,FARM_007,Temperature,43.74,08/05/2023 11:27
READ_01844,FARM_004,Temperature,30.7,01/03/2023 12:52
READ_01845,FARM_011,Temperature,49.56,19/08/2023 23:00
READ_01846,FARM_016,SoilMoisture,30.57,15/02/2023 23:58
READ_01847,FARM_019,SoilMoisture,14.35,16/02/2023 21:40
READ_01848,FARM_002,SoilMoisture,41.77,05/08/2023 01:52
READ_01849,FARM_008,SoilMoisture,21.31,27/04/2023 04:25
READ_01850,FARM_017,SoilMoisture,39.78,08/08/2023 19:07
READ_01851,FARM_008,Temperature,39.4,26/01/2023 09:04
READ_01852,FARM_016,SoilMoisture,23.82,10/09/2023 06:47
READ_01853,FARM_004,Temperature,40.56,25/09/2023 00:00
READ_01854,FARM_005,Temperature,35.23,09/08/2023 01:01
READ_01855,FARM_011,Temperature,35.98,21/03/2023 20:30
READ_01856,FARM_017,SoilMoisture,46.02,22/01/2023 05:15
READ_01857,FARM_009,Temperature,79.8,19/02/2023 09:57
READ_01858,FARM_008,SoilMoisture,41.49,29/09/2023 01:47
READ_01859,FARM_005,SoilMoisture,5.96,10/01/2023 08:41
READ_01860,FARM_013,SoilMoisture,40.72,19/09/2023 18:41
READ_01861,FARM_006,Temperature,51.91,04/06/2023 07:55
READ_01862,FARM_017,SoilMoisture,21.66,18/02/2023 14:10
READ_01863,FARM_008,Temperature,25.38,15/06/2023 03:18
READ_01864,FARM_002,SoilMoisture,41.93,07/09/2023 21:33
READ_01865,FARM_010,SoilMoisture,71.86,14/05/2023 08:50
READ_01866,FARM_011,Temperature,65.57,22/08/2023 11:03
READ_01867,FARM_006,Temperature,70.92,02/06/2023 14:33
READ_01868,FARM_018,SoilMoisture,39.77,30/07/2023 20:37
READ_01869,FARM_003,SoilMoisture,79.92,10/06/2023 23:31
READ_01870,FARM_004,Temperature,35.12,06/05/2023 20:55
READ_01871,FARM_004,Temperature,61.41,21/03/2023 15:32
READ_01872,FARM_010,SoilMoisture,72.01,24/07/2023 00:10
READ_01873,FARM_013,Temperature,43.39,03/10/2023 05:53
READ_01874,FARM_018,Temperature,30.66,16/02/2023 19:00
READ_01875,FARM_015,Temperature,76.19,10/09/2023 05:23
READ_01876,FARM_013,SoilMoisture,42.76,16/02/2023 22:06
READ_01877,FARM_009,SoilMoisture,17.49,07/05/2023 05:22
READ_01878,FARM_008,SoilMoisture,78.61,06/03/2023 15:47
READ_01879,FARM_014,SoilMoisture,74.22,05/07/2023 01:32
READ_01880,FARM_003,Temperature,12.1,01/09/2023 01:11
READ_01881,FARM_014,Temperature,73.04,09/02/2023 02:55
READ_01882,FARM_019,SoilMoisture,42.58,17/02/2023 16:15
READ_01883,FARM_020,SoilMoisture,71.14,16/08/2023 07:21
READ_01884,FARM_020,SoilMoisture,7.42,30/07/2023 00:35
READ_01885,FARM_011,SoilMoisture,10.92,11/07/2023 08:30
READ_01886,FARM_001,Temperature,56.36,24/01/2023 00:26
READ_01887,FARM_006,Temperature,63.03,18/08/2023 21:27
READ_01888,FARM_011,SoilMoisture,17.48,14/06/2023 04:27
READ_01889,FARM_011,Temperature,53.67,27/10/2023 04:12
READ_01890,FARM_003,SoilMoisture,62.79,07/08/2023 22:34
READ_01891,FARM_005,Temperature,50.47,16/05/2023 02:18
READ_01892,FARM_008,SoilMoisture,47.55,24/07/2023 20:26
READ_01893,FARM_020,Temperature,60.65,12/04/2023 14:59
READ_01894,FARM_013,Temperature,43.87,15/10/2023 22:44
READ_01895,FARM_001,Temperature,16.16,13/10/2023 12:35
READ_01896,FARM_018,SoilMoisture,27.01,06/07/2023 10:56
READ_01897,FARM_017,SoilMoisture,30.36,15/03/2023 21:57
READ_01898,FARM_011,SoilMoisture,47,02/07/2023 12:47
READ_01899,FARM_016,Temperature,77.71,11/03/2023 19:40
READ_01900,FARM_017,Temperature,54.68,07/04/2023 19:59
READ_01901,FARM_003,Temperature,59.71,04/07/2023 22:15
READ_01902,FARM_017,Temperature,6.77,24/07/2023 18:42
READ_01903,FARM_008,SoilMoisture,35.7,18/08/2023 15:10
READ_01904,FARM_015,SoilMoisture,20.57,28/10/2023 15:30
READ_01905,FARM_011,SoilMoisture,63.1,26/06/2023 09:28
READ_01906,FARM_014,SoilMoisture,44.9,24/05/2023 15:00
READ_01907,FARM_010,Temperature,19.29,14/09/2023 12:12
READ_01908,FARM_005,SoilMoisture,7.67,12/06/2023 13:09
READ_01909,FARM_019,Temperature,47.96,23/09/2023 00:38
READ_01910,FARM_018,SoilMoisture,31.3,21/07/2023 15:20
READ_01911,FARM_014,SoilMoisture,22.14,19/10/2023 14:38
READ_01912,FARM_016,Temperature,78.01,01/02/2023 07:40
READ_01913,FARM_020,Temperature,22.85,25/08/2023 17:29
READ_01914,FARM_010,SoilMoisture,33.41,18/03/2023 14:45
READ_01915,FARM_013,Temperature,52.51,09/06/2023 22:29
READ_01916,FARM_016,SoilMoisture,38.72,02/06/2023 19:57
READ_01917,FARM_011,SoilMoisture,74.82,06/10/2023 23:37
READ_01918,FARM_012,Temperature,46.97,26/05/2023 03:08
READ_01919,FARM_010,SoilMoisture,28.72,27/06/2023 20:19
READ_01920,FARM_014,SoilMoisture,29.68,14/10/2023 09:45
READ_01921,FARM_006,Temperature,75.88,13/05/2023 13:54
READ_01922,FARM_016,Temperature,6.86,03/10/2023 09:36
READ_01923,FARM_011,SoilMoisture,76.64,14/08/2023 04:55
READ_01924,FARM_019,Temperature,21.32,26/10/2023 13:10
READ_01925,FARM_005,SoilMoisture,9.44,31/01/2023 03:36
READ_01926,FARM_010,SoilMoisture,24.27,26/09/2023 16:11
READ_01927,FARM_009,SoilMoisture,54.85,22/06/2023 11:10
READ_01928,FARM_005,SoilMoisture,25.84,16/10/2023 04:56
READ_01929,FARM_005,SoilMoisture,34.03,12/01/2023 14:41
READ_01930,FARM_004,SoilMoisture,25.19,04/01/2023 08:19
READ_01931,FARM_003,SoilMoisture,8.28,08/05/2023 03:15
READ_01932,FARM_013,Temperature,61.57,18/02/2023 18:51
READ_01933,FARM_020,Temperature,19.57,13/06/2023 07:46
READ_01934,FARM_013,Temperature,24.77,30/09/2023 11:58
READ_01935,FARM_009,SoilMoisture,73.87,18/09/2023 06:23
READ_01936,FARM_011,Temperature,31.38,02/08/2023 12:48
READ_01937,FARM_019,SoilMoisture,38.87,17/10/2023 21:50
READ_01938,FARM_002,Temperature,41.66,20/02/2023 19:30
READ_01939,FARM_010,Temperature,65.99,02/04/2023 00:34
READ_01940,FARM_013,Temperature,63.36,28/04/2023 22:47
READ_01941,FARM_006,SoilMoisture,64.54,31/01/2023 07:01
READ_01942,FARM_005,Temperature,27.3,29/08/2023 05:22
READ_01943,FARM_017,SoilMoisture,41.65,22/09/2023 12:57
READ_01944,FARM_011,SoilMoisture,17.79,25/07/2023 19:58
READ_01945,FARM_001,SoilMoisture,62.12,21/05/2023 05:02
READ_01946,FARM_019,Temperature,61.09,26/09/2023 10:50
READ_01947,FARM_010,SoilMoisture,69.36,13/01/2023 17:46
READ_01948,FARM_006,SoilMoisture,28.69,28/04/2023 20:46
READ_01949,FARM_011,SoilMoisture,47.71,05/10/2023 18:00
READ_01950,FARM_013,SoilMoisture,11.91,30/09/2023 19:56
READ_01951,FARM_016,SoilMoisture,50.01,24/04/2023 14:53
READ_01952,FARM_015,SoilMoisture,74.38,11/04/2023 23:21
READ_01953,FARM_013,SoilMoisture,21.68,17/04/2023 05:43
READ_01954,FARM_020,Temperature,36.17,24/08/2023 20:24
READ_01955,FARM_017,SoilMoisture,78.13,05/08/2023 23:53
READ_01956,FARM_004,Temperature,18.28,07/02/2023 05:17
READ_01957,FARM_014,SoilMoisture,15.11,20/05/2023 06:24
READ_01958,FARM_017,SoilMoisture,62.54,15/09/2023 07:31
READ_01959,FARM_011,Temperature,74.14,11/06/2023 22:36
READ_01960,FARM_016,Temperature,63.66,26/10/2023 07:21
READ_01961,FARM_019,Temperature,76.83,05/09/2023 22:57
READ_01962,FARM_013,Temperature,49.9,05/02/2023 03:54
READ_01963,FARM_012,SoilMoisture,62.72,10/05/2023 08:11
READ_01964,FARM_001,SoilMoisture,10.07,18/03/2023 17:46
READ_01965,FARM_015,SoilMoisture,69.4,24/03/2023 01:27
READ_01966,FARM_020,SoilMoisture,60.05,21/08/2023 02:12
READ_01967,FARM_009,SoilMoisture,36.5,03/06/2023 19:26
READ_01968,FARM_015,Temperature,20.48,30/06/2023 23:47
READ_01969,FARM_012,Temperature,13.89,14/08/2023 23:56
READ_01970,FARM_009,Temperature,67.89,06/03/2023 21:21
READ_01971,FARM_006,SoilMoisture,40.93,17/06/2023 19:28
READ_01972,FARM_004,Temperature,33.43,29/04/2023 17:55
READ_01973,FARM_004,Temperature,12.03,07/03/2023 12:48
READ_01974,FARM_014,Temperature,26.1,04/10/2023 12:06
READ_01975,FARM_007,SoilMoisture,61.08,04/09/2023 07:28
READ_01976,FARM_012,SoilMoisture,7.67,04/05/2023 17:00
READ_01977,FARM_019,Temperature,48.63,04/08/2023 15:57
READ_01978,FARM_020,Temperature,75.81,27/02/2023 15:34
READ_01979,FARM_008,Temperature,56.74,16/05/2023 11:35
READ_01980,FARM_012,Temperature,39.73,17/01/2023 23:43
READ_01981,FARM_016,Temperature,22.63,31/08/2023 13:59
READ_01982,FARM_001,Temperature,13.46,25/03/2023 13:40
READ_01983,FARM_017,SoilMoisture,17.74,09/04/2023 18:22
READ_01984,FARM_012,SoilMoisture,24.38,26/10/2023 08:17
READ_01985,FARM_001,Temperature,51.83,02/10/2023 12:23
READ_01986,FARM_005,SoilMoisture,29.55,20/01/2023 18:20
READ_01987,FARM_001,Temperature,9.74,25/01/2023 10:31
READ_01988,FARM_007,Temperature,9.55,17/03/2023 21:54
READ_01989,FARM_001,SoilMoisture,52.86,17/08/2023 11:40
READ_01990,FARM_007,Temperature,58.4,12/02/2023 05:22
READ_01991,FARM_011,Temperature,46.9,03/02/2023 03:03
READ_01992,FARM_010,SoilMoisture,37.38,25/03/2023 15:05
READ_01993,FARM_014,Temperature,36.91,06/08/2023 09:37
READ_01994,FARM_008,SoilMoisture,59.53,23/05/2023 12:46
READ_01995,FARM_009,Temperature,57.65,26/06/2023 12:24
READ_01996,FARM_009,SoilMoisture,62.2,29/01/2023 17:34
READ_01997,FARM_007,Temperature,54.07,07/09/2023 16:57
READ_01998,FARM_010,Temperature,33.07,21/01/2023 00:43
READ_01999,FARM_020,Temperature,61.13,07/04/2023 10:10
READ_02000,FARM_008,SoilMoisture,78,23/08/2023 08:00
